Ficheiro,Tempo,Mop's
cg.A.x.txt,1.46,1025.63
cg.B.x.txt,116.04,471.45
cg.C.x.txt,261.85,547.43
ep.A.x.txt,19.16,28.03
ep.B.x.txt,76.78,27.97
ep.C.x.txt,305.83,28.09
is.A.x.txt,0.83,101.65
is.B.x.txt,3.46,96.91
is.C.x.txt,15.21,88.24
