Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,18.48,29.05,1,29.05
ep.A.x-10.txt,2.06,260.57,10,26.06
ep.A.x-12.txt,1.73,309.79,12,25.82
ep.A.x-16.txt,1.52,352.05,16,22.00
ep.A.x-2.txt,9.24,58.13,2,29.07
ep.A.x-24.txt,1.20,446.20,24,18.59
ep.A.x-32.txt,0.98,545.95,32,17.06
ep.A.x-34.txt,1.03,519.01,34,15.26
ep.A.x-4.txt,4.61,116.43,4,29.11
ep.A.x-8.txt,2.33,229.97,8,28.75
