Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.98,85.80,1,85.80
is.A.x-10.txt,0.12,687.38,10,68.74
is.A.x-12.txt,0.11,797.82,12,66.48
is.A.x-16.txt,0.10,841.44,16,52.59
is.A.x-2.txt,0.60,139.91,2,69.95
is.A.x-24.txt,0.07,1186.34,24,49.43
is.A.x-32.txt,0.18,454.91,32,14.22
is.A.x-34.txt,0.09,973.11,34,28.62
is.A.x-4.txt,0.30,277.49,4,69.37
is.A.x-8.txt,0.15,542.15,8,67.77
