Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,19.13,28.06,1,28.06
ep.A.x-10.txt,2.11,254.80,10,25.48
ep.A.x-12.txt,2.07,259.15,12,21.60
ep.A.x-16.txt,2.06,260.89,16,16.31
ep.A.x-2.txt,9.58,56.05,2,28.02
ep.A.x-24.txt,1.42,378.96,24,15.79
ep.A.x-32.txt,1.40,382.39,32,11.95
ep.A.x-4.txt,4.82,111.44,4,27.86
ep.A.x-8.txt,2.62,204.53,8,25.57
