Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,306.15,28.06,1,28.06
ep.C.x-10.txt,33.66,255.17,10,25.52
ep.C.x-12.txt,29.71,289.14,12,24.09
ep.C.x-16.txt,26.66,322.19,16,20.14
ep.C.x-2.txt,153.47,55.97,2,27.99
ep.C.x-24.txt,21.73,395.29,24,16.47
ep.C.x-32.txt,20.82,412.50,32,12.89
ep.C.x-4.txt,77.71,110.54,4,27.63
ep.C.x-8.txt,40.54,211.90,8,26.49
