Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,76.65,28.02,1,28.02
ep.B.x-10.txt,9.76,220.04,10,22.00
ep.B.x-12.txt,7.24,296.45,12,24.70
ep.B.x-16.txt,7.07,303.93,16,19.00
ep.B.x-2.txt,38.84,55.29,2,27.64
ep.B.x-24.txt,5.74,374.07,24,15.59
ep.B.x-32.txt,5.66,379.45,32,11.86
ep.B.x-4.txt,19.49,110.21,4,27.55
ep.B.x-8.txt,10.45,205.55,8,25.69
