Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.45,1030.06,1,1030.06
cg.A.x-10.txt,0.19,7834.47,10,783.45
cg.A.x-12.txt,0.25,5872.63,12,489.39
cg.A.x-16.txt,0.27,5473.54,16,342.10
cg.A.x-2.txt,0.71,2112.16,2,1056.08
cg.A.x-24.txt,0.17,8965.72,24,373.57
cg.A.x-32.txt,0.53,2806.42,32,87.70
cg.A.x-4.txt,0.44,3409.51,4,852.38
cg.A.x-8.txt,0.21,6964.82,8,870.60
