Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,106.95,511.52,1,511.52
cg.B.x-10.txt,13.36,4093.91,10,409.39
cg.B.x-12.txt,11.98,4566.61,12,380.55
cg.B.x-16.txt,10.80,5065.63,16,316.60
cg.B.x-2.txt,54.95,995.57,2,497.79
cg.B.x-24.txt,11.33,4828.78,24,201.20
cg.B.x-32.txt,14.30,3825.03,32,119.53
cg.B.x-34.txt,14.37,3806.38,34,111.95
cg.B.x-4.txt,29.19,1874.51,4,468.63
cg.B.x-8.txt,15.63,3501.05,8,437.63
