Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,33.96,63.23,1,63.23
ep.B.x-10.txt,3.46,619.89,10,61.99
ep.B.x-12.txt,2.89,742.86,12,61.90
ep.B.x-16.txt,2.86,750.59,16,46.91
ep.B.x-2.txt,17.24,124.54,2,62.27
ep.B.x-24.txt,1.99,1079.19,24,44.97
ep.B.x-32.txt,1.84,1165.56,32,36.42
ep.B.x-34.txt,1.91,1125.44,34,33.10
ep.B.x-4.txt,8.64,248.57,4,62.14
ep.B.x-8.txt,4.86,441.85,8,55.23
