Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,295.03,485.87,1,485.87
cg.C.x-10.txt,34.55,4148.98,10,414.90
cg.C.x-12.txt,37.10,3864.12,12,322.01
cg.C.x-16.txt,29.90,4794.17,16,299.64
cg.C.x-2.txt,172.19,832.47,2,416.24
cg.C.x-24.txt,26.90,5328.07,24,222.00
cg.C.x-32.txt,35.00,4095.56,32,127.99
cg.C.x-34.txt,36.46,3931.46,34,115.63
cg.C.x-4.txt,105.05,1364.50,4,341.13
cg.C.x-8.txt,44.37,3230.42,8,403.80
