Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,3.95,84.95,1,84.95
is.B.x-10.txt,0.49,685.53,10,68.55
is.B.x-12.txt,0.56,599.07,12,49.92
is.B.x-16.txt,0.44,767.66,16,47.98
is.B.x-2.txt,2.27,148.11,2,74.05
is.B.x-24.txt,0.31,1090.13,24,45.42
is.B.x-32.txt,0.42,795.22,32,24.85
is.B.x-34.txt,0.42,806.47,34,23.72
is.B.x-4.txt,1.17,285.92,4,71.48
is.B.x-8.txt,0.60,560.05,8,70.01
