Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.32,1133.33,1,1133.33
cg.A.x-10.txt,0.13,11583.41,10,1158.34
cg.A.x-12.txt,0.11,14032.02,12,1169.34
cg.A.x-16.txt,0.14,11026.57,16,689.16
cg.A.x-2.txt,0.60,2510.35,2,1255.18
cg.A.x-24.txt,0.10,15052.65,24,627.19
cg.A.x-32.txt,0.16,9445.51,32,295.17
cg.A.x-34.txt,0.13,11714.53,34,344.54
cg.A.x-4.txt,0.29,5221.13,4,1305.28
cg.A.x-8.txt,0.16,9461.93,8,1182.74
