Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.93,89.81,1,89.81
is.A.x-10.txt,0.12,712.65,10,71.26
is.A.x-12.txt,0.10,851.56,12,70.96
is.A.x-16.txt,0.10,875.17,16,54.70
is.A.x-2.txt,0.56,150.69,2,75.34
is.A.x-24.txt,0.07,1191.90,24,49.66
is.A.x-32.txt,0.11,775.66,32,24.24
is.A.x-34.txt,0.10,845.87,34,24.88
is.A.x-4.txt,0.28,301.51,4,75.38
is.A.x-8.txt,0.14,588.20,8,73.52
