Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,17.51,76.66,1,76.66
is.C.x-10.txt,2.15,624.44,10,62.44
is.C.x-12.txt,1.80,744.92,12,62.08
is.C.x-16.txt,1.42,945.52,16,59.09
is.C.x-2.txt,11.09,121.03,2,60.52
is.C.x-24.txt,1.37,982.85,24,40.95
is.C.x-32.txt,1.72,779.55,32,24.36
is.C.x-34.txt,1.71,782.62,34,23.02
is.C.x-4.txt,5.24,256.33,4,64.08
is.C.x-8.txt,2.65,507.37,8,63.42
