4.087,0.125,95.788,0.0,0.0,0.0
4.167,0.083,95.750,0.0,0.0,0.0
4.130,0.083,95.786,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.130,0.042,95.578,0.250,0.0,0.0
4.167,0.083,95.750,0.0,0.0,0.0
4.168,0.083,95.748,0.0,0.0,0.0
4.128,0.083,95.788,0.0,0.0,0.0
4.214,0.083,95.703,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.168,0.083,95.748,0.0,0.0,0.0
4.170,0.042,95.663,0.125,0.0,0.0
4.128,0.083,95.788,0.0,0.0,0.0
3.835,0.417,95.748,0.0,0.0,0.0
4.128,0.042,95.830,0.0,0.0,0.0
4.168,0.083,95.748,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.208,0.083,95.708,0.0,0.0,0.0
4.170,0.083,95.746,0.0,0.0,0.0
4.172,0.042,95.786,0.0,0.0,0.0
4.174,0.0,95.826,0.0,0.0,0.0
4.172,0.042,95.786,0.0,0.0,0.0
4.172,0.042,95.786,0.0,0.0,0.0
4.168,0.042,95.790,0.0,0.0,0.0
4.208,0.042,95.750,0.0,0.0,0.0
4.172,0.0,95.828,0.0,0.0,0.0
4.168,0.083,95.748,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.170,0.042,95.788,0.0,0.0,0.0
4.170,0.083,95.746,0.0,0.0,0.0
