Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.87,96.61,1,96.61
is.A.x-10.txt,0.12,706.55,10,70.66
is.A.x-12.txt,0.12,682.73,12,56.89
is.A.x-16.txt,0.10,830.71,16,51.92
is.A.x-2.txt,0.44,188.87,2,94.43
is.A.x-24.txt,0.08,1037.00,24,43.21
is.A.x-32.txt,0.11,788.97,32,24.66
is.A.x-4.txt,0.27,309.61,4,77.40
is.A.x-8.txt,0.14,599.19,8,74.90
