Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.48,1008.42,1,1008.42
cg.A.x-10.txt,0.19,7800.40,10,780.04
cg.A.x-12.txt,0.26,5818.20,12,484.85
cg.A.x-16.txt,0.28,5349.46,16,334.34
cg.A.x-2.txt,0.70,2147.59,2,1073.80
cg.A.x-24.txt,0.17,8634.45,24,359.77
cg.A.x-32.txt,0.54,2751.50,32,85.98
cg.A.x-4.txt,0.46,3238.85,4,809.71
cg.A.x-8.txt,0.30,5058.96,8,632.37
