Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,262.14,546.83,1,546.83
cg.C.x-10.txt,57.75,2482.30,10,248.23
cg.C.x-12.txt,70.60,2030.55,12,169.21
cg.C.x-16.txt,61.99,2312.34,16,144.52
cg.C.x-2.txt,132.69,1080.33,2,540.17
cg.C.x-24.txt,54.37,2636.59,24,109.86
cg.C.x-32.txt,62.91,2278.79,32,71.21
cg.C.x-4.txt,77.00,1861.64,4,465.41
cg.C.x-8.txt,58.64,2444.36,8,305.54
