Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,4.18,80.33,1,80.33
is.B.x-10.txt,0.50,670.40,10,67.04
is.B.x-12.txt,0.43,782.46,12,65.20
is.B.x-16.txt,0.44,755.80,16,47.24
is.B.x-2.txt,2.47,135.83,2,67.91
is.B.x-24.txt,0.31,1068.66,24,44.53
is.B.x-32.txt,0.25,1333.59,32,41.67
is.B.x-34.txt,0.35,971.55,34,28.57
is.B.x-4.txt,1.23,272.16,4,68.04
is.B.x-8.txt,0.62,543.15,8,67.89
