Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,73.78,29.11,1,29.11
ep.B.x-10.txt,7.90,271.70,10,27.17
ep.B.x-12.txt,6.16,348.39,12,29.03
ep.B.x-16.txt,6.08,353.30,16,22.08
ep.B.x-2.txt,36.93,58.14,2,29.07
ep.B.x-24.txt,4.09,525.54,24,21.90
ep.B.x-32.txt,3.52,609.50,32,19.05
ep.B.x-34.txt,3.80,565.25,34,16.63
ep.B.x-4.txt,18.47,116.24,4,29.06
ep.B.x-8.txt,9.23,232.70,8,29.09
