Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,4.14,81.14,1,81.14
is.B.x-10.txt,0.50,675.81,10,67.58
is.B.x-12.txt,0.42,798.76,12,66.56
is.B.x-16.txt,0.45,749.26,16,46.83
is.B.x-2.txt,2.45,137.23,2,68.62
is.B.x-24.txt,0.31,1072.63,24,44.69
is.B.x-32.txt,0.25,1329.19,32,41.54
is.B.x-34.txt,0.35,948.31,34,27.89
is.B.x-4.txt,1.22,275.44,4,68.86
is.B.x-8.txt,0.62,543.76,8,67.97
