Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,294.90,29.13,1,29.13
ep.C.x-10.txt,29.97,286.66,10,28.67
ep.C.x-12.txt,25.09,342.30,12,28.52
ep.C.x-16.txt,22.55,380.94,16,23.81
ep.C.x-2.txt,147.40,58.28,2,29.14
ep.C.x-24.txt,16.26,528.34,24,22.01
ep.C.x-32.txt,13.70,626.99,32,19.59
ep.C.x-34.txt,14.19,605.50,34,17.81
ep.C.x-4.txt,73.69,116.57,4,29.14
ep.C.x-8.txt,36.86,233.02,8,29.13
