Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,18.52,72.46,1,72.46
is.C.x-10.txt,2.20,609.22,10,60.92
is.C.x-12.txt,1.86,723.51,12,60.29
is.C.x-16.txt,1.99,675.86,16,42.24
is.C.x-2.txt,11.02,121.81,2,60.90
is.C.x-24.txt,1.39,966.22,24,40.26
is.C.x-32.txt,1.11,1207.89,32,37.75
is.C.x-34.txt,1.43,941.42,34,27.69
is.C.x-4.txt,5.41,248.17,4,62.04
is.C.x-8.txt,2.72,493.23,8,61.65
