Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.13,1320.99,1,1320.99
cg.A.x-10.txt,0.12,12688.79,10,1268.88
cg.A.x-12.txt,0.10,14808.63,12,1234.05
cg.A.x-16.txt,0.08,19059.08,16,1191.19
cg.A.x-2.txt,0.58,2559.78,2,1279.89
cg.A.x-24.txt,0.10,15189.84,24,632.91
cg.A.x-32.txt,2.83,528.70,32,16.52
cg.A.x-34.txt,0.25,5936.88,34,174.61
cg.A.x-4.txt,0.27,5477.70,4,1369.42
cg.A.x-8.txt,0.14,10483.84,8,1310.48
