Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,146.56,58.61,1,58.61
ep.C.x-10.txt,16.12,532.71,10,53.27
ep.C.x-12.txt,14.42,595.84,12,49.65
ep.C.x-16.txt,13.38,642.02,16,40.13
ep.C.x-2.txt,73.14,117.45,2,58.72
ep.C.x-24.txt,11.77,729.76,24,30.41
ep.C.x-32.txt,10.67,805.10,32,25.16
ep.C.x-4.txt,37.21,230.87,4,57.72
ep.C.x-8.txt,19.98,430.02,8,53.75
