Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.81,104.15,1,104.15
is.A.x-10.txt,0.14,608.72,10,60.87
is.A.x-12.txt,0.12,694.18,12,57.85
is.A.x-16.txt,0.10,864.49,16,54.03
is.A.x-2.txt,0.47,177.78,2,88.89
is.A.x-24.txt,0.15,557.10,24,23.21
is.A.x-32.txt,0.15,552.87,32,17.28
is.A.x-4.txt,0.24,346.30,4,86.57
is.A.x-8.txt,0.13,626.93,8,78.37
