Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,36.51,58.82,1,58.82
ep.B.x-10.txt,4.61,465.39,10,46.54
ep.B.x-12.txt,4.39,489.58,12,40.80
ep.B.x-16.txt,3.63,591.06,16,36.94
ep.B.x-2.txt,18.38,116.81,2,58.41
ep.B.x-24.txt,2.83,757.59,24,31.57
ep.B.x-32.txt,2.73,786.42,32,24.58
ep.B.x-4.txt,9.35,229.71,4,57.43
ep.B.x-8.txt,5.15,417.18,8,52.15
