Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,76.50,28.07,1,28.07
ep.B.x-10.txt,8.49,252.92,10,25.29
ep.B.x-12.txt,7.97,269.53,12,22.46
ep.B.x-16.txt,6.94,309.46,16,19.34
ep.B.x-2.txt,38.41,55.92,2,27.96
ep.B.x-24.txt,5.52,388.91,24,16.20
ep.B.x-32.txt,5.45,394.15,32,12.32
ep.B.x-4.txt,19.35,110.96,4,27.74
ep.B.x-8.txt,10.24,209.72,8,26.21
