Ficheiro,Tempo,Mop's
cg.A.x.txt,1.29,1161.77
cg.B.x.txt,122.46,446.74
cg.C.x.txt,290.83,492.89
ep.A.x.txt,18.34,29.28
ep.B.x.txt,73.41,29.25
ep.C.x.txt,293.53,29.26
is.A.x.txt,0.93,90.22
is.B.x.txt,3.92,85.64
is.C.x.txt,17.63,76.12
