Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,19.31,27.81,1,27.81
ep.A.x-10.txt,2.25,238.45,10,23.84
ep.A.x-12.txt,2.19,245.15,12,20.43
ep.A.x-16.txt,1.75,307.11,16,19.19
ep.A.x-2.txt,9.58,56.06,2,28.03
ep.A.x-24.txt,1.36,395.59,24,16.48
ep.A.x-32.txt,1.58,340.20,32,10.63
ep.A.x-4.txt,4.84,111.00,4,27.75
ep.A.x-8.txt,2.55,210.36,8,26.30
