Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,16.17,83.00,1,83.00
is.C.x-10.txt,2.05,654.48,10,65.45
is.C.x-12.txt,1.75,767.60,12,63.97
is.C.x-16.txt,1.90,706.27,16,44.14
is.C.x-2.txt,9.17,146.42,2,73.21
is.C.x-24.txt,1.41,951.48,24,39.64
is.C.x-32.txt,1.65,814.73,32,25.46
is.C.x-4.txt,4.75,282.80,4,70.70
is.C.x-8.txt,2.46,545.96,8,68.24
