Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,87.41,625.91,1,625.91
cg.B.x-10.txt,20.15,2714.71,10,271.47
cg.B.x-12.txt,25.72,2126.82,12,177.23
cg.B.x-16.txt,21.45,2551.06,16,159.44
cg.B.x-2.txt,44.54,1228.26,2,614.13
cg.B.x-24.txt,18.78,2913.28,24,121.39
cg.B.x-32.txt,22.10,2475.12,32,77.35
cg.B.x-4.txt,33.45,1635.60,4,408.90
cg.B.x-8.txt,21.83,2505.94,8,313.24
