Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,9.20,58.38,1,58.38
ep.A.x-10.txt,1.01,531.80,10,53.18
ep.A.x-12.txt,1.22,440.41,12,36.70
ep.A.x-16.txt,0.93,579.53,16,36.22
ep.A.x-2.txt,4.58,117.27,2,58.64
ep.A.x-24.txt,1.02,524.77,24,21.87
ep.A.x-32.txt,0.79,678.97,32,21.22
ep.A.x-4.txt,2.31,232.06,4,58.02
ep.A.x-8.txt,1.29,417.54,8,52.19
