Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,15.04,89.24,1,89.24
is.C.x-10.txt,1.99,673.61,10,67.36
is.C.x-12.txt,2.43,552.10,12,46.01
is.C.x-16.txt,1.93,696.13,16,43.51
is.C.x-2.txt,8.77,153.02,2,76.51
is.C.x-24.txt,2.14,628.37,24,26.18
is.C.x-32.txt,1.95,686.75,32,21.46
is.C.x-4.txt,4.47,300.50,4,75.12
is.C.x-8.txt,2.42,555.70,8,69.46
