Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,117.27,466.51,1,466.51
cg.B.x-10.txt,19.41,2818.42,10,281.84
cg.B.x-12.txt,22.07,2478.91,12,206.58
cg.B.x-16.txt,22.57,2424.42,16,151.53
cg.B.x-2.txt,54.33,1006.94,2,503.47
cg.B.x-24.txt,26.95,2030.04,24,84.58
cg.B.x-32.txt,26.79,2042.24,32,63.82
cg.B.x-4.txt,32.15,1701.46,4,425.36
cg.B.x-8.txt,22.37,2445.63,8,305.70
