Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.81,103.22,1,103.22
is.A.x-10.txt,0.12,722.99,10,72.30
is.A.x-12.txt,0.12,697.23,12,58.10
is.A.x-16.txt,0.10,861.84,16,53.86
is.A.x-2.txt,0.47,177.55,2,88.78
is.A.x-24.txt,0.14,593.48,24,24.73
is.A.x-32.txt,0.15,557.72,32,17.43
is.A.x-4.txt,0.24,343.74,4,85.93
is.A.x-8.txt,0.14,609.16,8,76.15
