Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,3.44,97.62,1,97.62
is.B.x-10.txt,0.62,539.78,10,53.98
is.B.x-12.txt,0.54,626.50,12,52.21
is.B.x-16.txt,0.43,775.18,16,48.45
is.B.x-2.txt,1.98,169.72,2,84.86
is.B.x-24.txt,0.53,632.52,24,26.35
is.B.x-32.txt,0.53,629.38,32,19.67
is.B.x-4.txt,1.02,329.88,4,82.47
is.B.x-8.txt,0.57,593.67,8,74.21
