Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.51,988.25,1,988.25
cg.A.x-10.txt,0.26,5845.60,10,584.56
cg.A.x-12.txt,0.29,5116.52,12,426.38
cg.A.x-16.txt,0.24,6314.47,16,394.65
cg.A.x-2.txt,0.71,2107.48,2,1053.74
cg.A.x-24.txt,0.37,3996.58,24,166.52
cg.A.x-32.txt,0.34,4459.39,32,139.36
cg.A.x-4.txt,0.38,3896.74,4,974.18
cg.A.x-8.txt,0.36,4129.33,8,516.17
