Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,167.18,327.25,1,327.25
cg.B.x-10.txt,13.27,4121.81,10,412.18
cg.B.x-12.txt,15.12,3617.74,12,301.48
cg.B.x-16.txt,14.33,3816.92,16,238.56
cg.B.x-2.txt,79.15,691.24,2,345.62
cg.B.x-24.txt,10.77,5077.98,24,211.58
cg.B.x-32.txt,14.41,3796.22,32,118.63
cg.B.x-34.txt,13.92,3929.72,34,115.58
cg.B.x-4.txt,40.84,1339.42,4,334.86
cg.B.x-8.txt,16.65,3285.71,8,410.71
