Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.34,1114.47,1,1114.47
cg.A.x-10.txt,0.12,12243.79,10,1224.38
cg.A.x-12.txt,0.18,8337.01,12,694.75
cg.A.x-16.txt,0.14,10680.61,16,667.54
cg.A.x-2.txt,0.60,2487.89,2,1243.94
cg.A.x-24.txt,0.10,15364.19,24,640.17
cg.A.x-32.txt,0.08,17705.37,32,553.29
cg.A.x-34.txt,0.19,7838.73,34,230.55
cg.A.x-4.txt,0.29,5216.87,4,1304.22
cg.A.x-8.txt,0.15,10114.77,8,1264.35
