Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,138.42,62.06,1,62.06
ep.C.x-10.txt,13.82,621.50,10,62.15
ep.C.x-12.txt,11.55,743.88,12,61.99
ep.C.x-16.txt,10.49,818.77,16,51.17
ep.C.x-2.txt,69.19,124.16,2,62.08
ep.C.x-24.txt,8.07,1064.10,24,44.34
ep.C.x-32.txt,7.51,1144.39,32,35.76
ep.C.x-34.txt,6.82,1259.09,34,37.03
ep.C.x-4.txt,34.63,248.06,4,62.02
ep.C.x-8.txt,17.29,496.74,8,62.09
