Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,8.64,62.12,1,62.12
ep.A.x-10.txt,0.89,600.42,10,60.04
ep.A.x-12.txt,0.76,710.47,12,59.21
ep.A.x-16.txt,0.75,719.35,16,44.96
ep.A.x-2.txt,4.33,124.10,2,62.05
ep.A.x-24.txt,0.71,758.14,24,31.59
ep.A.x-32.txt,0.53,1013.23,32,31.66
ep.A.x-34.txt,0.59,914.50,34,26.90
ep.A.x-4.txt,2.17,247.68,4,61.92
ep.A.x-8.txt,1.14,470.92,8,58.87
