1091829760.0,40870293504.0
1131667456.0,40830455808.0
1169510400.0,40792612864.0
1207386112.0,40754737152.0
1236738048.0,40725385216.0
1274232832.0,40687890432.0
1311973376.0,40650149888.0
1349844992.0,40612278272.0
1387712512.0,40574410752.0
1425461248.0,40536662016.0
1463332864.0,40498790400.0
1500954624.0,40461168640.0
1540923392.0,40421199872.0
2080903168.0,39881216000.0
2114646016.0,39847473152.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114519040.0,39847600128.0
2114392064.0,39847727104.0
2114392064.0,39847727104.0
2114392064.0,39847727104.0
2114392064.0,39847727104.0
2114392064.0,39847727104.0
2114265088.0,39847854080.0
2114265088.0,39847854080.0
2114265088.0,39847854080.0
2114138112.0,39847981056.0
