Ficheiro,Tempo,Mop's
cg.A.x.txt,1.46,1026.70
cg.B.x.txt,110.11,496.87
cg.C.x.txt,340.90,420.50
ep.A.x.txt,19.03,28.21
ep.B.x.txt,76.19,28.18
ep.C.x.txt,304.76,28.19
is.A.x.txt,0.83,100.69
is.B.x.txt,3.48,96.54
is.C.x.txt,15.35,87.46
