Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,18.44,29.12,1,29.12
ep.A.x-10.txt,1.85,290.09,10,29.01
ep.A.x-12.txt,1.91,280.78,12,23.40
ep.A.x-16.txt,1.41,380.90,16,23.81
ep.A.x-2.txt,9.24,58.11,2,29.06
ep.A.x-24.txt,1.03,521.42,24,21.73
ep.A.x-32.txt,1.00,536.16,32,16.75
ep.A.x-34.txt,1.35,396.33,34,11.66
ep.A.x-4.txt,4.62,116.32,4,29.08
ep.A.x-8.txt,2.61,205.88,8,25.74
