Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,389.77,367.77,1,367.77
cg.C.x-10.txt,33.37,4295.80,10,429.58
cg.C.x-12.txt,30.02,4775.59,12,397.97
cg.C.x-16.txt,22.82,6282.94,16,392.68
cg.C.x-2.txt,195.92,731.66,2,365.83
cg.C.x-24.txt,27.31,5249.51,24,218.73
cg.C.x-32.txt,22.86,6270.10,32,195.94
cg.C.x-34.txt,31.82,4505.07,34,132.50
cg.C.x-4.txt,97.61,1468.56,4,367.14
cg.C.x-8.txt,52.89,2710.24,8,338.78
