Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,295.12,29.11,1,29.11
ep.C.x-10.txt,29.75,288.75,10,28.88
ep.C.x-12.txt,24.75,347.07,12,28.92
ep.C.x-16.txt,21.41,401.14,16,25.07
ep.C.x-2.txt,147.70,58.16,2,29.08
ep.C.x-24.txt,16.25,528.76,24,22.03
ep.C.x-32.txt,13.70,626.90,32,19.59
ep.C.x-34.txt,13.81,621.90,34,18.29
ep.C.x-4.txt,73.86,116.29,4,29.07
ep.C.x-8.txt,36.92,232.65,8,29.08
